EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,
1378606,40.00,Yes,Non-Travel,1479.00,Cardiology,24.00,3.00,Life Sciences,1.00,2.00,Female,100.00,4.00,4.00,Nurse,2.00,Single,13194.00,17071.00,4.00,Y,Yes,16.00,3.00,4.00,80.00,0.00,22.00,2.00,2.00,1.00,0.00,0.00,0.00,
1118201,47.00,No,Travel_Frequently,1379.00,Maternity,16.00,4.00,Medical,1.00,3.00,Male,64.00,4.00,2.00,Therapist,3.00,Divorced,5067.00,6759.00,1.00,Y,Yes,19.00,3.00,3.00,80.00,0.00,20.00,3.00,4.00,19.00,10.00,2.00,7.00,
1866341,36.00,No,Non-Travel,1229.00,Cardiology,8.00,4.00,Technical Degree,1.00,1.00,Male,84.00,3.00,2.00,Nurse,4.00,Divorced,5079.00,25952.00,4.00,Y,No,13.00,3.00,4.00,80.00,2.00,12.00,3.00,3.00,7.00,7.00,0.00,7.00,
1649317,31.00,Yes,Non-Travel,335.00,Maternity,9.00,2.00,Medical,1.00,3.00,Male,46.00,2.00,1.00,Other,1.00,Single,2321.00,10322.00,0.00,Y,Yes,22.00,4.00,1.00,80.00,0.00,4.00,0.00,3.00,3.00,2.00,1.00,2.00,
1281310,33.00,No,Non-Travel,722.00,Cardiology,17.00,3.00,Life Sciences,1.00,4.00,Male,38.00,3.00,4.00,Administrative,3.00,Single,17444.00,20489.00,1.00,Y,No,11.00,3.00,4.00,80.00,0.00,10.00,2.00,3.00,10.00,8.00,6.00,0.00,
1658398,29.00,Yes,Travel_Rarely,906.00,Maternity,10.00,3.00,Life Sciences,1.00,4.00,Female,92.00,2.00,1.00,Other,1.00,Single,2404.00,11479.00,6.00,Y,Yes,20.00,4.00,3.00,80.00,0.00,3.00,5.00,3.00,0.00,0.00,0.00,0.00,
1462108,33.00,No,Travel_Rarely,461.00,Maternity,13.00,1.00,Life Sciences,1.00,2.00,Female,53.00,3.00,1.00,Other,4.00,Single,3452.00,17241.00,3.00,Y,No,18.00,3.00,1.00,80.00,0.00,5.00,4.00,3.00,3.00,2.00,0.00,2.00,
1790357,45.00,No,Travel_Rarely,974.00,Maternity,1.00,4.00,Medical,1.00,4.00,Female,91.00,3.00,1.00,Nurse,4.00,Divorced,2270.00,11005.00,3.00,Y,No,14.00,3.00,4.00,80.00,2.00,8.00,2.00,3.00,5.00,3.00,0.00,2.00,
1752868,50.00,No,Travel_Rarely,1126.00,Maternity,1.00,2.00,Medical,1.00,4.00,Male,66.00,3.00,4.00,Administrative,4.00,Divorced,17399.00,6615.00,9.00,Y,No,22.00,4.00,3.00,80.00,1.00,32.00,1.00,2.00,5.00,4.00,1.00,3.00,
1324348,33.00,No,Travel_Frequently,827.00,Maternity,1.00,4.00,Other,1.00,3.00,Female,84.00,4.00,2.00,Nurse,2.00,Married,5488.00,20161.00,1.00,Y,Yes,13.00,3.00,1.00,80.00,1.00,6.00,2.00,3.00,6.00,5.00,1.00,2.00,
1576599,41.00,No,Travel_Frequently,840.00,Maternity,9.00,3.00,Medical,1.00,1.00,Male,64.00,3.00,5.00,Administrative,3.00,Divorced,19419.00,3735.00,2.00,Y,No,17.00,3.00,2.00,80.00,1.00,21.00,2.00,4.00,18.00,16.00,0.00,11.00,
1381113,27.00,No,Travel_Rarely,1134.00,Maternity,16.00,4.00,Technical Degree,1.00,3.00,Female,37.00,3.00,1.00,Nurse,2.00,Married,2811.00,12086.00,9.00,Y,No,14.00,3.00,2.00,80.00,1.00,4.00,2.00,3.00,2.00,2.00,2.00,2.00,
1591865,45.00,No,Non-Travel,248.00,Maternity,23.00,2.00,Life Sciences,1.00,4.00,Male,42.00,3.00,2.00,Nurse,1.00,Married,3633.00,14039.00,1.00,Y,Yes,15.00,3.00,3.00,80.00,1.00,9.00,2.00,3.00,9.00,8.00,0.00,8.00,
1321447,47.00,No,Travel_Rarely,955.00,Cardiology,4.00,2.00,Life Sciences,1.00,4.00,Female,83.00,3.00,2.00,Nurse,4.00,Single,4163.00,8571.00,1.00,Y,Yes,17.00,3.00,3.00,80.00,0.00,9.00,0.00,3.00,9.00,0.00,0.00,7.00,
1034220,30.00,Yes,Travel_Rarely,138.00,Maternity,22.00,3.00,Life Sciences,1.00,1.00,Female,48.00,3.00,1.00,Other,3.00,Married,2132.00,11539.00,4.00,Y,Yes,11.00,3.00,2.00,80.00,0.00,7.00,2.00,3.00,5.00,2.00,0.00,1.00,
1359967,50.00,No,Travel_Rarely,939.00,Maternity,24.00,3.00,Life Sciences,1.00,4.00,Male,95.00,3.00,4.00,Therapist,3.00,Married,13973.00,4161.00,3.00,Y,Yes,18.00,3.00,4.00,80.00,1.00,22.00,2.00,3.00,12.00,11.00,1.00,5.00,
1662076,38.00,No,Travel_Frequently,1391.00,Maternity,10.00,1.00,Medical,1.00,3.00,Male,66.00,3.00,1.00,Other,3.00,Married,2684.00,12127.00,0.00,Y,No,17.00,3.00,2.00,80.00,1.00,3.00,0.00,2.00,2.00,1.00,0.00,2.00,
1555678,46.00,No,Travel_Rarely,566.00,Neurology,7.00,2.00,Medical,1.00,4.00,Male,75.00,3.00,3.00,Therapist,3.00,Divorced,10845.00,24208.00,6.00,Y,No,13.00,3.00,2.00,80.00,1.00,13.00,3.00,3.00,8.00,7.00,0.00,7.00,
1071870,24.00,No,Travel_Rarely,1206.00,Maternity,17.00,1.00,Medical,1.00,4.00,Female,41.00,2.00,2.00,Therapist,3.00,Divorced,4377.00,24117.00,1.00,Y,No,15.00,3.00,2.00,80.00,2.00,5.00,6.00,3.00,4.00,2.00,3.00,2.00,
1690577,35.00,Yes,Travel_Rarely,622.00,Maternity,14.00,4.00,Other,1.00,3.00,Male,39.00,2.00,1.00,Nurse,2.00,Divorced,3743.00,10074.00,1.00,Y,Yes,24.00,4.00,4.00,80.00,1.00,5.00,2.00,1.00,4.00,2.00,0.00,2.00,
1109596,31.00,No,Travel_Frequently,853.00,Neurology,1.00,1.00,Life Sciences,1.00,3.00,Female,96.00,3.00,2.00,Therapist,1.00,Married,4148.00,11275.00,1.00,Y,No,12.00,3.00,3.00,80.00,1.00,4.00,1.00,3.00,4.00,3.00,0.00,3.00,
1483743,18.00,No,Non-Travel,287.00,Maternity,5.00,2.00,Life Sciences,1.00,2.00,Male,73.00,3.00,1.00,Other,4.00,Single,1051.00,13493.00,1.00,Y,No,15.00,3.00,4.00,80.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,
1100306,54.00,No,Travel_Rarely,1441.00,Maternity,17.00,3.00,Technical Degree,1.00,3.00,Female,56.00,3.00,3.00,Therapist,3.00,Married,10739.00,13943.00,8.00,Y,No,11.00,3.00,3.00,80.00,1.00,22.00,2.00,3.00,10.00,7.00,0.00,8.00,
1667869,35.00,No,Travel_Rarely,583.00,Maternity,25.00,4.00,Medical,1.00,3.00,Female,57.00,3.00,3.00,Nurse,3.00,Divorced,10388.00,6975.00,1.00,Y,Yes,11.00,3.00,3.00,80.00,1.00,16.00,3.00,2.00,16.00,10.00,10.00,1.00,
1079832,30.00,No,Travel_Rarely,153.00,Maternity,8.00,2.00,Life Sciences,1.00,2.00,Female,73.00,4.00,3.00,Administrative,1.00,Married,11416.00,17802.00,0.00,Y,Yes,12.00,3.00,3.00,80.00,3.00,9.00,4.00,2.00,8.00,7.00,1.00,7.00,
1236529,20.00,Yes,Travel_Rarely,1097.00,Maternity,11.00,3.00,Medical,1.00,4.00,Female,98.00,2.00,1.00,Other,1.00,Single,2600.00,18275.00,1.00,Y,Yes,15.00,3.00,1.00,80.00,0.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00,
1233733,30.00,No,Travel_Frequently,109.00,Maternity,5.00,3.00,Medical,1.00,2.00,Female,60.00,3.00,1.00,Nurse,2.00,Single,2422.00,25725.00,0.00,Y,No,17.00,3.00,1.00,80.00,0.00,4.00,3.00,3.00,3.00,2.00,1.00,2.00,
1824641,26.00,No,Travel_Rarely,1066.00,Neurology,2.00,2.00,Medical,1.00,4.00,Male,32.00,4.00,2.00,Therapist,4.00,Married,5472.00,3334.00,1.00,Y,No,12.00,3.00,2.00,80.00,0.00,8.00,2.00,3.00,8.00,7.00,1.00,3.00,
1559236,22.00,No,Travel_Rarely,217.00,Maternity,8.00,1.00,Life Sciences,1.00,2.00,Male,94.00,1.00,1.00,Nurse,1.00,Married,2451.00,6881.00,1.00,Y,No,15.00,3.00,1.00,80.00,1.00,4.00,3.00,2.00,4.00,3.00,1.00,1.00,
1362920,48.00,No,Travel_Rarely,277.00,Maternity,6.00,3.00,Life Sciences,1.00,1.00,Male,97.00,2.00,2.00,Nurse,3.00,Single,4240.00,13119.00,2.00,Y,No,13.00,3.00,4.00,80.00,0.00,19.00,0.00,3.00,2.00,2.00,2.00,2.00,
1374656,48.00,No,Travel_Rarely,1355.00,Maternity,4.00,4.00,Life Sciences,1.00,3.00,Male,78.00,2.00,3.00,Nurse,3.00,Single,10999.00,22245.00,7.00,Y,No,14.00,3.00,2.00,80.00,0.00,27.00,3.00,3.00,15.00,11.00,4.00,8.00,
1541429,41.00,No,Travel_Rarely,549.00,Cardiology,7.00,2.00,Medical,1.00,4.00,Female,42.00,3.00,2.00,Therapist,3.00,Single,5003.00,23371.00,6.00,Y,No,14.00,3.00,2.00,80.00,0.00,8.00,6.00,3.00,2.00,2.00,2.00,1.00,
1383639,27.00,No,Travel_Rarely,1055.00,Neurology,2.00,4.00,Life Sciences,1.00,1.00,Female,47.00,3.00,2.00,Therapist,4.00,Married,4227.00,4658.00,0.00,Y,No,18.00,3.00,2.00,80.00,1.00,4.00,2.00,3.00,3.00,2.00,2.00,2.00,
1631280,35.00,No,Travel_Rarely,802.00,Maternity,10.00,3.00,Other,1.00,2.00,Male,45.00,3.00,1.00,Nurse,4.00,Divorced,3917.00,9541.00,1.00,Y,No,20.00,4.00,1.00,80.00,1.00,3.00,4.00,2.00,3.00,2.00,1.00,2.00,
1212094,42.00,No,Travel_Rarely,265.00,Cardiology,5.00,2.00,Marketing,1.00,4.00,Male,90.00,3.00,5.00,Administrative,3.00,Married,18303.00,7770.00,6.00,Y,No,13.00,3.00,2.00,80.00,0.00,21.00,3.00,4.00,1.00,0.00,0.00,0.00,
1509823,50.00,No,Travel_Rarely,804.00,Maternity,9.00,3.00,Life Sciences,1.00,1.00,Male,64.00,3.00,1.00,Nurse,4.00,Married,2380.00,20165.00,4.00,Y,No,18.00,3.00,2.00,80.00,0.00,8.00,5.00,3.00,1.00,0.00,0.00,0.00,
1297098,59.00,No,Travel_Rarely,715.00,Neurology,2.00,3.00,Life Sciences,1.00,3.00,Female,69.00,2.00,4.00,Therapist,4.00,Single,13726.00,21829.00,3.00,Y,Yes,13.00,3.00,1.00,80.00,0.00,30.00,4.00,3.00,5.00,3.00,4.00,3.00,
1664278,37.00,Yes,Travel_Rarely,1141.00,Maternity,11.00,2.00,Medical,1.00,1.00,Female,61.00,1.00,2.00,Nurse,2.00,Married,4777.00,14382.00,5.00,Y,No,15.00,3.00,1.00,80.00,0.00,15.00,2.00,1.00,1.00,0.00,0.00,0.00,
1316661,55.00,No,Travel_Frequently,135.00,Maternity,18.00,4.00,Medical,1.00,3.00,Male,62.00,3.00,2.00,Nurse,2.00,Married,6385.00,12992.00,3.00,Y,Yes,14.00,3.00,4.00,80.00,2.00,17.00,3.00,3.00,8.00,7.00,6.00,7.00,
1633200,41.00,No,Non-Travel,247.00,Maternity,7.00,1.00,Life Sciences,1.00,2.00,Female,55.00,1.00,5.00,Administrative,3.00,Divorced,19973.00,20284.00,1.00,Y,No,22.00,4.00,2.00,80.00,2.00,21.00,3.00,3.00,21.00,16.00,5.00,10.00,
1480769,38.00,No,Travel_Rarely,1035.00,Cardiology,3.00,4.00,Life Sciences,1.00,2.00,Male,42.00,3.00,2.00,Nurse,4.00,Single,6861.00,4981.00,8.00,Y,Yes,12.00,3.00,3.00,80.00,0.00,19.00,1.00,3.00,1.00,0.00,0.00,0.00,
1665250,26.00,Yes,Non-Travel,265.00,Cardiology,29.00,2.00,Medical,1.00,2.00,Male,79.00,1.00,2.00,Nurse,1.00,Single,4969.00,21813.00,8.00,Y,No,18.00,3.00,4.00,80.00,0.00,7.00,6.00,3.00,2.00,2.00,2.00,2.00,
1476575,52.00,No,Travel_Rarely,266.00,Cardiology,2.00,1.00,Marketing,1.00,1.00,Female,57.00,1.00,5.00,Administrative,4.00,Married,19845.00,25846.00,1.00,Y,No,15.00,3.00,4.00,80.00,1.00,33.00,3.00,3.00,32.00,14.00,6.00,9.00,
1580401,44.00,No,Travel_Rarely,1448.00,Cardiology,28.00,3.00,Medical,1.00,4.00,Female,53.00,4.00,4.00,Nurse,4.00,Married,13320.00,11737.00,3.00,Y,Yes,18.00,3.00,3.00,80.00,1.00,23.00,2.00,3.00,12.00,11.00,11.00,11.00,
1735028,50.00,No,Non-Travel,145.00,Cardiology,1.00,3.00,Life Sciences,1.00,4.00,Female,95.00,3.00,2.00,Nurse,3.00,Married,6347.00,24920.00,0.00,Y,No,12.00,3.00,1.00,80.00,1.00,19.00,3.00,3.00,18.00,7.00,0.00,13.00,
1330619,36.00,No,Travel_Rarely,885.00,Maternity,16.00,4.00,Life Sciences,1.00,3.00,Female,43.00,4.00,1.00,Nurse,1.00,Single,2743.00,8269.00,1.00,Y,No,16.00,3.00,3.00,80.00,0.00,18.00,1.00,3.00,17.00,13.00,15.00,14.00,
1142212,39.00,No,Travel_Frequently,945.00,Maternity,22.00,3.00,Medical,1.00,4.00,Female,82.00,3.00,3.00,Therapist,1.00,Single,10880.00,5083.00,1.00,Y,Yes,13.00,3.00,3.00,80.00,0.00,21.00,2.00,3.00,21.00,6.00,2.00,8.00,
1239925,33.00,No,Non-Travel,1038.00,Cardiology,8.00,1.00,Life Sciences,1.00,2.00,Female,88.00,2.00,1.00,Other,4.00,Single,2342.00,21437.00,0.00,Y,No,19.00,3.00,4.00,80.00,0.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,
1477537,45.00,No,Travel_Rarely,1234.00,Cardiology,11.00,2.00,Life Sciences,1.00,4.00,Female,90.00,3.00,4.00,Administrative,4.00,Married,17650.00,5404.00,3.00,Y,No,13.00,3.00,2.00,80.00,1.00,26.00,4.00,4.00,9.00,3.00,1.00,1.00,
1404854,32.00,No,Non-Travel,1109.00,Maternity,29.00,4.00,Medical,1.00,4.00,Female,69.00,3.00,1.00,Nurse,3.00,Single,4025.00,11135.00,9.00,Y,No,12.00,3.00,2.00,80.00,0.00,10.00,2.00,3.00,8.00,7.00,7.00,7.00,
1401928,34.00,No,Travel_Rarely,216.00,Cardiology,1.00,4.00,Marketing,1.00,2.00,Male,75.00,4.00,2.00,Nurse,4.00,Divorced,9725.00,12278.00,0.00,Y,No,11.00,3.00,4.00,80.00,1.00,16.00,2.00,2.00,15.00,1.00,0.00,9.00,
1041678,59.00,No,Travel_Rarely,1089.00,Cardiology,1.00,2.00,Technical Degree,1.00,2.00,Male,66.00,3.00,3.00,Administrative,4.00,Married,11904.00,11038.00,3.00,Y,Yes,14.00,3.00,3.00,80.00,1.00,14.00,1.00,1.00,6.00,4.00,0.00,4.00,
1568634,45.00,No,Travel_Rarely,788.00,Neurology,24.00,4.00,Medical,1.00,2.00,Male,36.00,3.00,1.00,Other,2.00,Single,2177.00,8318.00,1.00,Y,No,16.00,3.00,1.00,80.00,0.00,6.00,3.00,3.00,6.00,3.00,0.00,4.00,
1763986,53.00,No,Travel_Frequently,124.00,Cardiology,2.00,3.00,Marketing,1.00,3.00,Female,38.00,2.00,3.00,Nurse,2.00,Married,7525.00,23537.00,2.00,Y,No,12.00,3.00,1.00,80.00,1.00,30.00,2.00,3.00,15.00,7.00,6.00,12.00,
1721556,36.00,No,Travel_Rarely,660.00,Maternity,15.00,3.00,Other,1.00,1.00,Male,81.00,3.00,2.00,Nurse,3.00,Divorced,4834.00,7858.00,7.00,Y,No,14.00,3.00,2.00,80.00,1.00,9.00,3.00,2.00,1.00,0.00,0.00,0.00,
1631537,26.00,Yes,Travel_Frequently,342.00,Maternity,2.00,3.00,Life Sciences,1.00,1.00,Male,57.00,3.00,1.00,Other,1.00,Married,2042.00,15346.00,6.00,Y,Yes,14.00,3.00,2.00,80.00,1.00,6.00,2.00,3.00,3.00,2.00,1.00,2.00,
1277508,34.00,No,Travel_Rarely,1333.00,Cardiology,10.00,4.00,Life Sciences,1.00,3.00,Female,87.00,3.00,1.00,Other,3.00,Married,2220.00,18410.00,1.00,Y,Yes,19.00,3.00,4.00,80.00,1.00,1.00,2.00,3.00,1.00,1.00,0.00,0.00,
1873017,28.00,No,Travel_Rarely,1144.00,Cardiology,10.00,1.00,Medical,1.00,4.00,Male,74.00,3.00,1.00,Other,2.00,Married,1052.00,23384.00,1.00,Y,No,22.00,4.00,2.00,80.00,0.00,1.00,5.00,3.00,1.00,0.00,0.00,0.00,
1776541,38.00,No,Travel_Frequently,1186.00,Maternity,3.00,4.00,Other,1.00,3.00,Male,44.00,3.00,1.00,Other,3.00,Married,2821.00,2997.00,3.00,Y,No,16.00,3.00,1.00,80.00,1.00,8.00,2.00,3.00,2.00,2.00,2.00,2.00,
1545738,50.00,No,Travel_Rarely,1464.00,Maternity,2.00,4.00,Medical,1.00,2.00,Male,62.00,3.00,5.00,Administrative,3.00,Married,19237.00,12853.00,2.00,Y,Yes,11.00,3.00,4.00,80.00,1.00,29.00,2.00,2.00,8.00,1.00,7.00,7.00,
1775055,37.00,No,Travel_Rarely,124.00,Maternity,3.00,3.00,Other,1.00,4.00,Female,35.00,3.00,2.00,Nurse,2.00,Single,4107.00,13848.00,3.00,Y,No,15.00,3.00,1.00,80.00,0.00,8.00,3.00,2.00,4.00,3.00,0.00,1.00,
1087619,40.00,No,Travel_Rarely,300.00,Cardiology,26.00,3.00,Marketing,1.00,3.00,Male,74.00,3.00,2.00,Nurse,1.00,Married,8396.00,22217.00,1.00,Y,No,14.00,3.00,2.00,80.00,1.00,8.00,3.00,2.00,7.00,7.00,7.00,5.00,
1409664,26.00,No,Travel_Frequently,921.00,Maternity,1.00,1.00,Medical,1.00,1.00,Female,66.00,2.00,1.00,Other,3.00,Divorced,2007.00,25265.00,1.00,Y,No,13.00,3.00,3.00,80.00,2.00,5.00,5.00,3.00,5.00,3.00,1.00,3.00,
1206462,46.00,No,Travel_Rarely,430.00,Maternity,1.00,4.00,Medical,1.00,4.00,Male,40.00,3.00,5.00,Administrative,4.00,Divorced,19627.00,21445.00,9.00,Y,No,17.00,3.00,4.00,80.00,2.00,23.00,0.00,3.00,2.00,2.00,2.00,2.00,
1431621,54.00,No,Travel_Rarely,1082.00,Cardiology,2.00,4.00,Life Sciences,1.00,3.00,Female,41.00,2.00,3.00,Nurse,3.00,Married,10686.00,8392.00,6.00,Y,No,11.00,3.00,2.00,80.00,1.00,13.00,4.00,3.00,9.00,4.00,7.00,0.00,
1045879,56.00,No,Travel_Frequently,1240.00,Maternity,9.00,3.00,Medical,1.00,1.00,Female,63.00,3.00,1.00,Other,3.00,Married,2942.00,12154.00,2.00,Y,No,19.00,3.00,2.00,80.00,1.00,18.00,4.00,3.00,5.00,4.00,0.00,3.00,
1619652,36.00,No,Travel_Rarely,796.00,Maternity,12.00,5.00,Medical,1.00,4.00,Female,51.00,2.00,3.00,Therapist,4.00,Single,8858.00,15669.00,0.00,Y,No,11.00,3.00,2.00,80.00,0.00,15.00,2.00,2.00,14.00,8.00,7.00,8.00,
1828114,55.00,No,Non-Travel,444.00,Neurology,2.00,1.00,Medical,1.00,3.00,Male,40.00,2.00,4.00,Other,1.00,Single,16756.00,17323.00,7.00,Y,No,15.00,3.00,2.00,80.00,0.00,31.00,3.00,4.00,9.00,7.00,6.00,2.00,
1128254,43.00,No,Travel_Rarely,415.00,Cardiology,25.00,3.00,Medical,1.00,3.00,Male,79.00,2.00,3.00,Nurse,4.00,Divorced,10798.00,5268.00,5.00,Y,No,13.00,3.00,3.00,80.00,1.00,18.00,5.00,3.00,1.00,0.00,0.00,0.00,
1084699,20.00,Yes,Travel_Frequently,769.00,Cardiology,9.00,3.00,Marketing,1.00,4.00,Female,54.00,3.00,1.00,Other,4.00,Single,2323.00,17205.00,1.00,Y,Yes,14.00,3.00,2.00,80.00,0.00,2.00,3.00,3.00,2.00,2.00,0.00,2.00,
1343829,21.00,Yes,Travel_Rarely,1334.00,Maternity,10.00,3.00,Life Sciences,1.00,3.00,Female,36.00,2.00,1.00,Nurse,1.00,Single,1416.00,17258.00,1.00,Y,No,13.00,3.00,1.00,80.00,0.00,1.00,6.00,2.00,1.00,0.00,1.00,0.00,
1603378,46.00,No,Travel_Rarely,1003.00,Maternity,8.00,4.00,Life Sciences,1.00,4.00,Female,74.00,2.00,2.00,Other,1.00,Divorced,4615.00,21029.00,8.00,Y,Yes,23.00,4.00,1.00,80.00,3.00,19.00,2.00,3.00,16.00,13.00,1.00,7.00,
1720881,51.00,No,Travel_Rarely,1323.00,Maternity,4.00,4.00,Life Sciences,1.00,1.00,Male,34.00,3.00,1.00,Other,3.00,Married,2461.00,10332.00,9.00,Y,Yes,12.00,3.00,3.00,80.00,3.00,18.00,2.00,4.00,10.00,0.00,2.00,7.00,
1748251,28.00,No,Non-Travel,1366.00,Maternity,24.00,2.00,Technical Degree,1.00,2.00,Male,72.00,2.00,3.00,Nurse,1.00,Single,8722.00,12355.00,1.00,Y,No,12.00,3.00,1.00,80.00,0.00,10.00,2.00,2.00,10.00,7.00,1.00,9.00,
1740472,26.00,No,Travel_Rarely,192.00,Maternity,1.00,2.00,Medical,1.00,1.00,Male,59.00,2.00,1.00,Nurse,1.00,Married,3955.00,11141.00,1.00,Y,No,16.00,3.00,1.00,80.00,2.00,6.00,2.00,3.00,5.00,3.00,1.00,3.00,
1825779,30.00,No,Travel_Rarely,1176.00,Maternity,20.00,3.00,Other,1.00,3.00,Male,85.00,3.00,2.00,Therapist,1.00,Married,9957.00,9096.00,0.00,Y,No,15.00,3.00,3.00,80.00,1.00,7.00,1.00,2.00,6.00,2.00,0.00,2.00,
1221286,41.00,No,Travel_Rarely,509.00,Maternity,7.00,2.00,Technical Degree,1.00,2.00,Female,43.00,4.00,1.00,Other,3.00,Married,3376.00,18863.00,1.00,Y,No,13.00,3.00,3.00,80.00,0.00,10.00,3.00,3.00,10.00,6.00,0.00,8.00,
1595168,38.00,No,Travel_Rarely,330.00,Maternity,17.00,1.00,Life Sciences,1.00,3.00,Female,65.00,2.00,3.00,Nurse,3.00,Married,8823.00,24608.00,0.00,Y,No,18.00,3.00,1.00,80.00,1.00,20.00,4.00,2.00,19.00,9.00,1.00,9.00,
1317075,40.00,No,Travel_Rarely,1492.00,Maternity,20.00,4.00,Technical Degree,1.00,1.00,Male,61.00,3.00,3.00,Nurse,4.00,Married,10322.00,26542.00,4.00,Y,No,20.00,4.00,4.00,80.00,1.00,14.00,6.00,3.00,11.00,10.00,11.00,1.00,
1169735,27.00,No,Non-Travel,1277.00,Maternity,8.00,5.00,Life Sciences,1.00,1.00,Male,87.00,1.00,1.00,Nurse,3.00,Married,4621.00,5869.00,1.00,Y,No,19.00,3.00,4.00,80.00,3.00,3.00,4.00,3.00,3.00,2.00,1.00,2.00,
1818130,55.00,No,Travel_Frequently,1091.00,Neurology,2.00,1.00,Life Sciences,1.00,4.00,Male,65.00,3.00,3.00,Therapist,2.00,Married,10976.00,15813.00,3.00,Y,No,18.00,3.00,2.00,80.00,1.00,23.00,4.00,3.00,3.00,2.00,1.00,2.00,
1467266,28.00,No,Travel_Rarely,857.00,Maternity,10.00,3.00,Other,1.00,3.00,Female,59.00,3.00,2.00,Other,3.00,Single,3660.00,7909.00,3.00,Y,No,13.00,3.00,4.00,80.00,0.00,10.00,4.00,4.00,8.00,7.00,1.00,7.00,
1242796,44.00,No,Travel_Rarely,1376.00,Neurology,1.00,2.00,Medical,1.00,2.00,Male,91.00,2.00,3.00,Other,1.00,Married,10482.00,2326.00,9.00,Y,No,14.00,3.00,4.00,80.00,1.00,24.00,1.00,3.00,20.00,6.00,3.00,6.00,
1116632,33.00,No,Travel_Rarely,654.00,Maternity,5.00,3.00,Life Sciences,1.00,4.00,Male,34.00,2.00,3.00,Nurse,4.00,Divorced,7119.00,21214.00,4.00,Y,No,15.00,3.00,3.00,80.00,1.00,9.00,2.00,3.00,3.00,2.00,1.00,2.00,
1338800,35.00,Yes,Travel_Rarely,1204.00,Cardiology,4.00,3.00,Technical Degree,1.00,4.00,Male,86.00,3.00,3.00,Nurse,1.00,Single,9582.00,10333.00,0.00,Y,Yes,22.00,4.00,1.00,80.00,0.00,9.00,2.00,3.00,8.00,7.00,4.00,7.00,
1823713,33.00,No,Travel_Frequently,827.00,Maternity,29.00,4.00,Medical,1.00,1.00,Female,54.00,2.00,2.00,Other,3.00,Single,4508.00,3129.00,1.00,Y,No,22.00,4.00,2.00,80.00,0.00,14.00,4.00,3.00,13.00,7.00,3.00,8.00,
1461105,28.00,No,Travel_Rarely,895.00,Maternity,15.00,2.00,Life Sciences,1.00,1.00,Male,50.00,3.00,1.00,Nurse,3.00,Divorced,2207.00,22482.00,1.00,Y,No,16.00,3.00,4.00,80.00,1.00,4.00,5.00,2.00,4.00,2.00,2.00,2.00,
1714672,34.00,No,Travel_Frequently,618.00,Maternity,3.00,1.00,Life Sciences,1.00,1.00,Male,45.00,3.00,2.00,Nurse,4.00,Single,7756.00,22266.00,0.00,Y,No,17.00,3.00,3.00,80.00,0.00,7.00,1.00,2.00,6.00,2.00,0.00,4.00,
1264321,37.00,No,Travel_Rarely,309.00,Cardiology,10.00,4.00,Life Sciences,1.00,4.00,Female,88.00,2.00,2.00,Nurse,4.00,Divorced,6694.00,24223.00,2.00,Y,Yes,14.00,3.00,3.00,80.00,3.00,8.00,5.00,3.00,1.00,0.00,0.00,0.00,
1570590,25.00,No,Travel_Rarely,1219.00,Maternity,4.00,1.00,Technical Degree,1.00,4.00,Male,32.00,3.00,1.00,Nurse,4.00,Married,3691.00,4605.00,1.00,Y,Yes,15.00,3.00,2.00,80.00,1.00,7.00,3.00,4.00,7.00,7.00,5.00,6.00,
1417598,26.00,Yes,Travel_Rarely,1330.00,Maternity,21.00,3.00,Medical,1.00,1.00,Male,37.00,3.00,1.00,Nurse,3.00,Divorced,2377.00,19373.00,1.00,Y,No,20.00,4.00,3.00,80.00,1.00,1.00,0.00,2.00,1.00,1.00,0.00,0.00,
1875940,33.00,Yes,Travel_Rarely,1017.00,Maternity,25.00,3.00,Medical,1.00,1.00,Male,55.00,2.00,1.00,Other,2.00,Single,2313.00,2993.00,4.00,Y,Yes,20.00,4.00,2.00,80.00,0.00,5.00,0.00,3.00,2.00,2.00,2.00,2.00,
1815487,42.00,No,Travel_Rarely,469.00,Neurology,2.00,2.00,Medical,1.00,4.00,Male,35.00,3.00,4.00,Other,1.00,Married,17665.00,14399.00,0.00,Y,No,17.00,3.00,4.00,80.00,1.00,23.00,3.00,3.00,22.00,6.00,13.00,7.00,
1364682,28.00,No,Travel_Frequently,1009.00,Maternity,1.00,3.00,Medical,1.00,1.00,Male,45.00,2.00,1.00,Nurse,2.00,Divorced,2596.00,7160.00,1.00,Y,No,15.00,3.00,1.00,80.00,2.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00,
